time (Julian Date),wavelength (nm),irradiance (W/m^2/nm),uncertainty (W/m^2/nm),quality (Bit Flag)
2457753,394.93,0.9954645,0.0036299,4096
2457753,395.46,1.024404,0.0036407,4096
2457753,395.99,1.051027,0.0036505,4096
2457753,396.53,1.080791,0.0036595,4096
2457753,397.07,1.126341,0.0036675,4096
2457753,397.61,1.206244,0.0036745,4096
2457753,398.15,1.30756,0.0036804,4096
2457753,398.69,1.409771,0.0036853,4096
2457753,399.24,1.514894,0.0036893,4096
2457753,399.79,1.608043,0.0036922,4096
2457753,400.34,1.674715,0.003694,4096
2457753,400.89,1.712213,0.0036948,4096
2457753,401.45,1.734872,0.0036945,4096
2457753,402.01,1.746514,0.0036931,4096
2457753,402.57,1.745865,0.0036906,4096
2457753,403.13,1.73922,0.003687,4096
2457753,403.7,1.727029,0.0036822,4096
2457753,404.27,1.711724,0.0036763,4096
2457753,404.84,1.693783,0.0036692,4096
2457753,405.41,1.679503,0.003661,4096
2457753,405.99,1.675551,0.0036515,4096
2457753,406.57,1.681139,0.0036408,4096
2457753,407.15,1.685282,0.0036289,4096
2457753,407.74,1.688691,0.0036156,4096
2457753,408.33,1.698642,0.0036011,4096
2457753,408.92,1.71222,0.0035854,4096
2457753,409.51,1.720983,0.0035685,4096
2457753,410.11,1.72413,0.00355,4096
2457753,410.7,1.737643,0.0035306,4096
2457753,411.31,1.757161,0.0035092,4096
2457753,411.91,1.771625,0.003487,4096
2457753,412.52,1.779861,0.003463,4096
2457753,413.13,1.78845,0.0034378,4096
2457753,413.74,1.797905,0.0034113,4096
2457753,414.36,1.799079,0.003383,4096
2457753,414.98,1.792946,0.0033533,4096
2457753,415.6,1.786769,0.0033223,4096
2457753,416.22,1.782777,0.00329,4096
2457753,416.85,1.772801,0.0032557,4096
2457753,417.48,1.759796,0.0032201,4096
2457753,418.11,1.754603,0.0031831,4096
2457753,418.75,1.755122,0.0031443,4096
2457753,419.39,1.753814,0.0031062,4096
2457753,420.04,1.74939,0.0030686,4096
2457753,420.68,1.752858,0.0030326,4096
2457753,421.33,1.755082,0.0029971,4096
2457753,421.98,1.749383,0.0029626,4096
2457753,422.64,1.738871,0.0029286,4096
2457753,423.3,1.732636,0.0028958,4096
2457753,423.96,1.726082,0.002864,4096
2457753,424.63,1.714941,0.0028329,4096
2457753,425.3,1.703495,0.0028028,4096
2457753,425.97,1.691158,0.0027739,4096
2457753,426.65,1.670652,0.0027457,4096
2457753,427.32,1.63107,0.0027191,4096
2457753,428.01,1.588853,0.0026928,4096
2457753,428.69,1.55659,0.002668,4096
2457753,429.38,1.529454,0.0026441,4096
2457753,430.08,1.515481,0.002621,4096
2457753,430.77,1.522012,0.0025995,4096
2457753,431.47,1.554272,0.0025788,4096
2457753,432.18,1.599989,0.0025591,4096
2457753,432.89,1.648068,0.0025406,4096
2457753,433.6,1.694762,0.0025234,4096
2457753,434.31,1.735167,0.0025075,4096
2457753,435.03,1.763935,0.0024926,4096
2457753,435.75,1.779318,0.002479,4096
2457753,436.48,1.786812,0.0024665,4096
2457753,437.21,1.787041,0.0024554,4096
2457753,437.94,1.786472,0.0024456,4096
2457753,438.68,1.791758,0.0024369,4096
2457753,439.42,1.805752,0.0024297,4096
2457753,440.17,1.825537,0.0024237,4096
2457753,440.92,1.851674,0.0024192,4096
2457753,441.67,1.882547,0.002416,4096
2457753,442.43,1.907795,0.0024143,4096
2457753,443.19,1.926153,0.0024139,4096
2457753,443.96,1.9394,0.002415,4096
2457753,444.73,1.949155,0.0024176,4096
2457753,445.5,1.957321,0.0024217,4096
2457753,446.28,1.967114,0.0024273,4096
2457753,447.06,1.990682,0.0024345,4096
2457753,447.85,2.017893,0.0024432,4096
2457753,448.64,2.038538,0.0024536,4096
2457753,449.43,2.054127,0.0024654,4096
2457753,450.23,2.066792,0.0024784,4096
2457753,451.04,2.070284,0.0024911,4096
2457753,451.85,2.062005,0.0025033,4096
2457753,452.66,2.052317,0.0025151,4096
2457753,453.48,2.047498,0.0025267,4096
2457753,454.3,2.046829,0.0025378,4096
2457753,455.13,2.047835,0.0025486,4096
2457753,455.96,2.052389,0.002559,4096
2457753,456.8,2.059476,0.002569,4096
2457753,457.64,2.067521,0.0025786,4096
2457753,458.48,2.07294,0.0025877,4096
2457753,459.33,2.077349,0.0025965,4096
2457753,460.19,2.083114,0.0026049,4096
2457753,461.05,2.08622,0.0026128,4096
2457753,461.92,2.086426,0.0026204,4096
2457753,462.79,2.081648,0.0026274,4096
2457753,463.66,2.07441,0.002634,4096
2457753,464.54,2.064246,0.0026402,4096
2457753,465.43,2.053083,0.0026459,4096
2457753,466.32,2.040187,0.0026511,4096
2457753,467.22,2.031788,0.0026559,4096
2457753,468.12,2.029502,0.0026601,4096
2457753,469.03,2.030477,0.0026639,4096
2457753,469.94,2.032989,0.0026671,4096
2457753,470.86,2.039953,0.0026699,4096
2457753,471.78,2.049722,0.002672,4096
2457753,472.71,2.0596,0.0026737,4096
2457753,473.64,2.068762,0.0026748,4096
2457753,474.58,2.077978,0.0026753,4096
2457753,475.53,2.086565,0.0026753,4096
2457753,476.48,2.09267,0.0026747,4096
2457753,477.44,2.098992,0.0026735,4096
2457753,478.4,2.105178,0.0026716,4096
2457753,479.37,2.107011,0.0026691,4096
2457753,480.34,2.102666,0.002666,4096
2457753,481.33,2.084949,0.0026622,4096
2457753,482.31,2.057507,0.0026577,4096
2457753,483.31,2.023985,0.0026525,4096
2457753,484.3,1.990028,0.0026467,4096
2457753,485.31,1.959466,0.0026401,4096
2457753,486.32,1.938078,0.0026328,4096
2457753,487.34,1.931761,0.0026248,4096
2457753,488.37,1.938498,0.002616,4096
2457753,489.4,1.951488,0.0026064,4096
2457753,490.43,1.966708,0.0025962,4096
2457753,491.48,1.981806,0.002585,4096
2457753,492.53,1.992932,0.002573,4096
2457753,493.59,1.999306,0.0025603,4096
2457753,494.65,2.001453,0.0025467,4096
2457753,495.72,1.997474,0.0025323,4096
2457753,496.8,1.989052,0.0025169,4096
2457753,497.89,1.978852,0.0025007,4096
2457753,498.98,1.966342,0.0024836,4096
2457753,500.08,1.955894,0.0024656,4096
2457753,501.19,1.949241,0.0024465,4096
2457753,502.3,1.947777,0.0024267,4096
2457753,503.42,1.951173,0.0024058,4096
2457753,504.55,1.957023,0.002384,4096
2457753,505.69,1.963206,0.002361,4096
2457753,506.83,1.967002,0.0023372,4096
2457753,507.99,1.965255,0.002312,4096
2457753,509.14,1.960465,0.0022862,4096
2457753,510.31,1.950896,0.0022591,4096
2457753,511.49,1.930864,0.0022307,4096
2457753,512.67,1.905089,0.0022019,4096
2457753,513.86,1.878581,0.0021734,4096
2457753,515.06,1.855693,0.0021453,4096
2457753,516.27,1.835961,0.0021176,4096
2457753,517.49,1.824794,0.0020904,4096
2457753,518.71,1.828849,0.0020638,4096
2457753,519.94,1.841174,0.0020376,4096
2457753,521.18,1.853091,0.0020119,4096
2457753,522.43,1.866277,0.0019867,4096
2457753,523.69,1.881326,0.001962,4096
2457753,524.96,1.893221,0.0019378,4096
2457753,526.24,1.898257,0.0019142,4096
2457753,527.52,1.90306,0.0018912,4096
2457753,528.82,1.913097,0.0018687,4096
2457753,530.12,1.921263,0.0018468,4096
2457753,531.44,1.925076,0.0018255,4096
2457753,532.76,1.925448,0.0018049,4096
2457753,534.09,1.924202,0.0017849,4096
2457753,535.43,1.919354,0.0017655,4096
2457753,536.79,1.910925,0.0017467,4096
2457753,538.15,1.902849,0.0017287,4096
2457753,539.52,1.896662,0.0017114,4096
2457753,540.9,1.892521,0.0016948,4096
2457753,542.29,1.890831,0.0016789,4096
2457753,543.69,1.891087,0.0016637,4096
2457753,545.11,1.891953,0.0016498,4096
2457753,546.53,1.891871,0.0016362,4096
2457753,547.96,1.892943,0.0016233,4096
2457753,549.41,1.893033,0.0016112,4096
2457753,550.86,1.889776,0.0016,4096
2457753,552.33,1.882788,0.0015895,4096
2457753,553.8,1.87669,0.00158,4096
2457753,555.29,1.869524,0.0015714,4096
2457753,556.79,1.861145,0.0015636,4096
2457753,558.3,1.853317,0.0015568,4096
2457753,559.82,1.848759,0.001551,4096
2457753,561.36,1.846363,0.001546,4096
2457753,562.9,1.844601,0.0015422,4096
2457753,564.46,1.843473,0.0015393,4096
2457753,566.03,1.844815,0.0015374,4096
2457753,567.61,1.846271,0.0015367,4096
2457753,569.21,1.84699,0.001537,4096
2457753,570.81,1.846893,0.0015379,4096
2457753,572.43,1.848627,0.0015405,4096
2457753,574.06,1.849611,0.0015443,4096
2457753,575.71,1.848832,0.0015485,4096
2457753,577.37,1.846601,0.0015525,4096
2457753,579.04,1.843228,0.0015564,4096
2457753,580.72,1.836544,0.00156,4096
2457753,582.42,1.827602,0.0015635,4096
2457753,584.13,1.818331,0.0015667,4096
2457753,585.86,1.808527,0.0015698,4096
2457753,587.59,1.799178,0.0015726,4096
2457753,589.35,1.791893,0.0015751,4096
2457753,591.11,1.787361,0.0015775,4096
2457753,592.9,1.783904,0.0015796,4096
2457753,594.69,1.780425,0.0015815,4096
2457753,596.5,1.777667,0.0015831,4096
2457753,598.33,1.774117,0.0015845,4096
2457753,600.17,1.768467,0.0015856,4096
2457753,602.03,1.760663,0.0015865,4096
2457753,603.9,1.752826,0.0015871,4096
2457753,605.78,1.742508,0.0015874,4096
2457753,607.69,1.730504,0.0015876,4096
2457753,609.6,1.71879,0.0015874,4096
2457753,611.54,1.70788,0.0015871,4096
2457753,613.49,1.697102,0.0015864,4096
2457753,615.46,1.686423,0.0015855,4096
2457753,617.44,1.679431,0.0015843,4096
2457753,619.44,1.674791,0.0015829,4096
2457753,621.46,1.669227,0.0015811,4096
2457753,623.49,1.663142,0.0015791,4096
2457753,625.54,1.657604,0.0015767,4096
2457753,627.61,1.652531,0.0015741,4096
2457753,629.7,1.645799,0.0015711,4096
2457753,631.81,1.637962,0.0015678,4096
2457753,633.93,1.631326,0.0015641,4096
2457753,636.07,1.624405,0.0015601,4096
2457753,638.23,1.616243,0.0015558,4096
2457753,640.41,1.607836,0.0015512,4096
2457753,642.61,1.599358,0.0015461,4096
2457753,644.82,1.587076,0.0015407,4096
2457753,647.06,1.573351,0.0015348,4096
2457753,649.31,1.56031,0.0015286,4096
2457753,651.59,1.548183,0.001522,4096
2457753,653.88,1.53735,0.0015149,4096
2457753,656.2,1.529041,0.0015075,4096
2457753,658.53,1.525908,0.0014996,4096
2457753,660.89,1.525796,0.0014912,4096
2457753,663.27,1.525299,0.0014824,4096
2457753,665.66,1.523864,0.0014732,4096
2457753,668.08,1.521515,0.0014634,4096
2457753,670.52,1.51678,0.0014533,4096
2457753,672.99,1.508615,0.0014428,4096
2457753,675.47,1.500319,0.001432,4096
2457753,677.98,1.491746,0.0014209,4096
2457753,680.5,1.482708,0.0014095,4096
2457753,683.06,1.473571,0.0013977,4096
2457753,685.63,1.464022,0.0013857,4096
2457753,688.23,1.454011,0.0013732,4096
2457753,690.85,1.444114,0.0013604,4096
2457753,693.49,1.433982,0.0013471,4096
2457753,696.16,1.423813,0.0013335,4096
2457753,698.85,1.414285,0.0013195,4096
2457753,701.56,1.404532,0.001305,4096
2457753,704.3,1.395058,0.0012901,4096
2457753,707.07,1.384882,0.0012746,4096
2457753,709.85,1.37487,0.0012555,4096
2457753,712.67,1.364725,0.0012393,4096
2457753,715.51,1.354484,0.0012226,4096
2457753,718.37,1.344264,0.0012053,4096
2457753,721.26,1.334688,0.0011876,4096
2457753,724.18,1.325366,0.0011692,4096
2457753,727.12,1.315839,0.0011503,4096
2457753,730.09,1.306465,0.0011308,4096
2457753,733.08,1.297948,0.0011108,4096
2457753,736.1,1.288952,0.0010901,4096
2457753,739.15,1.27987,0.0010688,4096
2457753,742.22,1.271955,0.001047,4096
2457753,745.33,1.264453,0.0010244,4096
2457753,748.46,1.256979,0.0010012,4096
2457753,751.61,1.249,9.77E-04,4096
2457753,754.8,1.24092,9.53E-04,4096
2457753,758.01,1.232466,9.28E-04,4096
2457753,761.26,1.223237,9.02E-04,4096
2457753,764.53,1.21424,8.77E-04,4096
2457753,767.83,1.205473,8.54E-04,4096
2457753,771.15,1.197231,8.33E-04,4096
2457753,774.51,1.188927,7.88E-04,4096
2457753,777.9,1.180423,7.70E-04,4096
2457753,781.31,1.171699,7.55E-04,4096
2457753,784.76,1.162872,7.42E-04,4096
2457753,788.23,1.153192,7.14E-04,4096
2457753,791.73,1.143274,7.05E-04,4096
2457753,795.27,1.133574,6.99E-04,4096
2457753,798.83,1.12448,6.95E-04,4096
2457753,802.42,1.114688,6.92E-04,4096
2457753,806.05,1.105042,6.93E-04,4096
2457753,809.7,1.096042,7.49E-04,4096
2457753,813.39,1.086769,7.56E-04,4096
2457753,817.1,1.077023,7.66E-04,4096
2457753,820.85,1.067857,7.79E-04,4096
2457753,824.62,1.059341,7.95E-04,4096
2457753,828.43,1.050211,8.14E-04,4096
2457753,832.26,1.03948,8.35E-04,4096
2457753,836.13,1.027939,8.60E-04,4096
2457753,840.03,1.016964,8.88E-04,4096
2457753,843.96,1.004775,9.20E-04,4096
2457753,847.92,0.991467,9.54E-04,4096
2457753,851.91,0.9798734,9.92E-04,4096
2457753,855.93,0.9704416,0.0010337,4096
2457753,859.99,0.9629045,0.0010787,4096
2457753,864.07,0.955644,0.0011273,4096
2457753,868.18,0.9498611,0.0011795,4096
2457753,872.33,0.9458015,0.0012356,4096
2457753,876.5,0.9411497,0.0012954,4096
2457753,880.71,0.9352733,0.0013593,4096
2457753,884.94,0.9294854,0.0014269,4096
2457753,889.21,0.9230182,0.0014988,4096
2457753,893.5,0.915911,0.0015746,4096
2457753,897.83,0.9078897,0.0016548,4096
2457753,902.19,0.8992129,0.0017392,4096
2457753,906.57,0.8910639,0.0018278,4096
2457753,910.99,0.8831083,0.0019211,4096
2457753,915.43,0.8749226,0.0020186,4096
2457753,919.91,0.8662748,0.002121,4096
2457753,924.41,0.8581412,0.0022277,4096
2457753,928.94,0.8504785,0.0023393,4096
2457753,933.5,0.8420813,0.0024556,4096
2457753,938.09,0.83359,0.002573,4096
2457753,942.7,0.8257431,0.0026988,4096
2457753,947.35,0.8190793,0.00283,4096
2457753,952.74,0.80749,2.50E-04,4096
2457753,957.41,0.8003947,2.50E-04,4096
2457753,962.11,0.7942787,2.50E-04,4096
2457753,966.83,0.7887324,2.50E-04,4096
2457753,971.58,0.7827308,2.50E-04,4096
2457753,976.35,0.7760897,2.50E-04,4096
2457753,981.15,0.7687444,2.50E-04,4096
2457753,985.98,0.7612087,2.50E-04,4096
2457753,990.82,0.7534491,2.50E-04,4096
2457753,995.7,0.7454234,2.50E-04,4096
2457753,1000.59,0.7378526,2.50E-04,4096
2457753,1005.51,0.7309427,2.50E-04,4096
2457753,1010.45,0.7245084,2.50E-04,4096
2457753,1015.42,0.7177313,2.50E-04,4096
2457753,1020.41,0.7111216,2.50E-04,4096
2457753,1025.41,0.7047602,2.50E-04,4096
2457753,1030.44,0.6981565,2.50E-04,4096
2457753,1035.49,0.6911178,2.50E-04,4096
2457753,1040.57,0.6839058,2.50E-04,4096
2457753,1045.66,0.6766008,2.50E-04,4096
2457753,1050.77,0.6688809,2.50E-04,4096
2457753,1055.9,0.6605661,2.50E-04,4096
2457753,1061.04,0.6521599,2.50E-04,4096
2457753,1066.21,0.6435279,2.50E-04,4096
2457753,1071.39,0.6350421,2.50E-04,4096
2457753,1076.59,0.6272614,2.50E-04,4096
2457753,1081.81,0.6201678,2.50E-04,4096
2457753,1087.04,0.6140112,2.50E-04,4096
2457753,1092.29,0.6084621,2.50E-04,4096
2457753,1097.55,0.6032206,2.50E-04,4096
2457753,1102.83,0.5982691,2.50E-04,4096
2457753,1108.13,0.5930776,2.50E-04,4096
2457753,1113.43,0.5875625,2.50E-04,4096
2457753,1118.75,0.5820211,2.50E-04,4096
2457753,1124.09,0.5762981,2.50E-04,4096
2457753,1129.43,0.5703508,2.50E-04,4096
2457753,1134.79,0.564496,2.50E-04,4096
2457753,1140.16,0.5586452,2.50E-04,4096
2457753,1145.53,0.5529546,2.50E-04,4096
2457753,1150.92,0.5469487,2.50E-04,4096
2457753,1156.32,0.5408373,2.50E-04,4096
2457753,1161.73,0.5349231,2.50E-04,4096
2457753,1167.15,0.5289367,2.50E-04,4096
2457753,1172.57,0.522879,2.50E-04,4096
2457753,1178.01,0.5169789,2.50E-04,4096
2457753,1183.45,0.5115363,2.50E-04,4096
2457753,1188.9,0.5065087,2.50E-04,4096
2457753,1194.35,0.5016539,2.50E-04,4096
2457753,1199.82,0.4971656,2.50E-04,4096
2457753,1205.28,0.4931667,2.50E-04,4096
2457753,1210.76,0.4892229,2.50E-04,4096
2457753,1216.23,0.4852135,2.50E-04,4096
2457753,1221.72,0.4810922,2.50E-04,4096
2457753,1227.2,0.4768423,2.50E-04,4096
2457753,1232.69,0.4724375,2.50E-04,4096
2457753,1238.19,0.4677638,2.50E-04,4096
2457753,1243.68,0.4631216,2.50E-04,4096
2457753,1249.18,0.4582111,2.50E-04,4096
2457753,1254.68,0.4530046,2.50E-04,4096
2457753,1260.19,0.4480778,2.50E-04,4096
2457753,1265.69,0.4433175,2.50E-04,4096
2457753,1271.2,0.4386923,2.50E-04,4096
2457753,1276.7,0.4343921,2.50E-04,4096
2457753,1282.21,0.4305653,2.50E-04,4096
2457753,1287.72,0.4272139,2.50E-04,4096
2457753,1293.22,0.4237269,2.50E-04,4096
2457753,1298.73,0.4202833,2.50E-04,4096
2457753,1304.24,0.4168401,2.50E-04,4096
2457753,1309.74,0.4133514,2.50E-04,4096
2457753,1315.24,0.4097663,2.50E-04,4096
2457753,1320.74,0.4062629,2.50E-04,4096
2457753,1326.24,0.4027723,2.50E-04,4096
2457753,1331.74,0.3992531,2.50E-04,4096
2457753,1337.23,0.3957951,2.50E-04,4096
2457753,1342.72,0.3921478,2.50E-04,4096
2457753,1348.21,0.3884998,2.50E-04,4096
2457753,1353.69,0.3848355,2.50E-04,4096
2457753,1359.17,0.3812859,2.50E-04,4096
2457753,1364.64,0.3777812,2.50E-04,4096
2457753,1370.12,0.374455,2.50E-04,4096
2457753,1375.58,0.3711725,2.50E-04,4096
2457753,1381.04,0.3678666,2.50E-04,4096
2457753,1386.5,0.3645585,2.50E-04,4096
2457753,1391.95,0.3612511,2.50E-04,4096
2457753,1397.4,0.3576955,2.50E-04,4096
2457753,1402.84,0.3541781,2.50E-04,4096
2457753,1408.28,0.350533,2.50E-04,4096
2457753,1413.71,0.347119,2.50E-04,4096
2457753,1419.13,0.3437211,2.50E-04,4096
2457753,1424.55,0.3403936,2.50E-04,4096
2457753,1429.96,0.3372766,2.50E-04,4096
2457753,1435.36,0.334295,2.50E-04,4096
2457753,1440.76,0.3315471,2.50E-04,4096
2457753,1446.15,0.3289106,2.50E-04,4096
2457753,1451.54,0.3262422,2.50E-04,4096
2457753,1456.91,0.323491,2.50E-04,4096
2457753,1462.28,0.3206354,2.50E-04,4096
2457753,1467.64,0.3177771,2.50E-04,4096
2457753,1473,0.314527,2.50E-04,4096
2457753,1478.34,0.3113977,2.50E-04,4096
2457753,1483.68,0.3084445,2.50E-04,4096
2457753,1489.01,0.3057115,2.50E-04,4096
2457753,1494.33,0.3032432,2.50E-04,4096
2457753,1499.65,0.3010446,2.50E-04,4096
2457753,1504.95,0.2993149,2.50E-04,4096
2457753,1510.25,0.2977524,2.50E-04,4096
2457753,1515.54,0.2959865,2.50E-04,4096
2457753,1520.82,0.2941124,2.50E-04,4096
2457753,1526.09,0.2920805,2.50E-04,4096
2457753,1531.36,0.2896022,2.50E-04,4096
2457753,1536.61,0.2868177,2.50E-04,4096
2457753,1541.86,0.2837569,2.50E-04,4096
2457753,1547.09,0.280261,2.50E-04,4096
2457753,1552.32,0.2768414,2.50E-04,4096
2457753,1557.54,0.2730502,2.50E-04,4096
2457753,1562.75,0.2694258,2.50E-04,4096
2457753,1567.95,0.2660613,2.50E-04,4096
2457753,1573.14,0.2632582,2.50E-04,4096
2457753,1578.32,0.260891,2.50E-04,4096
2457753,1583.49,0.2587533,2.50E-04,4096
2457753,1588.65,0.2567782,2.50E-04,4096
2457753,1593.8,0.2551214,2.50E-04,4096
2457753,1598.95,0.2534652,2.50E-04,4096
2457753,1601.18,0.2525185,4.52E-04,5122
2457753,1616.86,0.2479196,4.53E-04,5120
2457753,1632.42,0.2412361,4.77E-04,5122
2457753,1647.91,0.2352197,5.50E-04,5122
2457753,1663.31,0.2288239,5.31E-04,5122
2457753,1678.61,0.2228454,4.93E-04,5122
2457753,1693.82,0.2163881,5.26E-04,5122
2457753,1708.93,0.2093093,4.71E-04,5122
2457753,1723.95,0.2025283,4.18E-04,5122
2457753,1738.86,0.1962221,3.77E-04,5122
2457753,1753.69,0.1917395,3.22E-04,5122
2457753,1768.43,0.1857098,3.41E-04,5122
2457753,1783.07,0.1797804,3.82E-04,5122
2457753,1797.62,0.1742062,4.45E-04,5122
2457753,1812.08,0.1690015,5.29E-04,5122
2457753,1826.44,0.1647878,5.56E-04,5122
2457753,1840.72,0.1614501,6.00E-04,5122
2457753,1854.9,0.156159,6.04E-04,5122
2457753,1869,0.1514244,4.88E-04,5122
2457753,1883,0.1487617,4.21E-04,5122
2457753,1896.92,0.1471569,4.05E-04,5122
2457753,1910.75,0.1421013,4.34E-04,5122
2457753,1924.48,0.1367924,3.39E-04,5122
2457753,1938.13,0.1332805,2.69E-04,5122
2457753,1951.71,0.1317442,2.60E-04,5122
2457753,1965.19,0.1282655,3.01E-04,5122
2457753,1978.59,0.1255105,3.03E-04,5122
2457753,1991.92,0.123625,3.03E-04,5122
2457753,2005.15,0.1210218,2.95E-04,5122
2457753,2018.31,0.1180374,3.37E-04,5122
2457753,2031.38,0.1157386,3.60E-04,5122
2457753,2044.38,0.1128968,3.65E-04,5120
2457753,2057.3,0.1097561,3.53E-04,5120
2457753,2070.13,0.1073495,3.23E-04,5120
2457753,2082.89,0.1053377,2.77E-04,5120
2457753,2095.58,0.102688,2.34E-04,5120
2457753,2108.19,0.1012246,2.49E-04,5120
2457753,2120.73,0.09934905,2.51E-04,5120
2457753,2133.2,0.09689377,2.84E-04,5120
2457753,2145.59,0.09385719,3.24E-04,5120
2457753,2157.91,0.0918585,3.26E-04,5120
2457753,2170.15,0.0901352,3.17E-04,5120
2457753,2182.34,0.08952857,3.09E-04,5120
2457753,2194.44,0.08752612,3.59E-04,5120
2457753,2206.48,0.0851383,4.08E-04,5120
2457753,2218.45,0.08398847,4.44E-04,5120
2457753,2230.36,0.08158879,4.65E-04,5120
2457753,2242.2,0.08010415,4.73E-04,5120
2457753,2253.97,0.07947127,4.67E-04,5120
2457753,2265.68,0.07764969,4.48E-04,5120
2457753,2277.33,0.0766147,4.16E-04,5120
2457753,2288.91,0.07460038,3.77E-04,5120
2457753,2300.43,0.07306375,3.44E-04,5120
2457753,2311.89,0.07126868,3.18E-04,5120
2457753,2323.28,0.07024691,2.99E-04,5120
2457753,2334.63,0.06898444,2.87E-04,5120
2457753,2345.9,0.06865221,2.81E-04,5120
2457753,2357.11,0.06652182,2.96E-04,5120
2457753,2368.28,0.06506645,2.91E-04,5120
2457753,2379.37,0.06393502,3.06E-04,5120
2457753,2390.42,0.06310159,3.27E-04,5120
2457753,2401.4,0.06257322,3.54E-04,5120
2457753,2412.34,0.06141199,3.88E-04,5120
